"product";"product_variation";"availability";"shop_id";"price";"shop";"href";"redirect_link"
"Samsung Galaxy J3 2016 (8GB)";"Smartphone Samsung Galaxy J3 J320F LTE Black EU ";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"2164";"134.50";"Techstores";"/products/show/28044026";"http://www.techstores.gr/smartphone-samsung-galaxy-j3-j320f-lte-black-eu.html"
"Samsung Galaxy J3 2016 (8GB)";"Samsung Galaxy J3 2016 White(εως 24 δόσεις)";"Παράδοση 1 έως 3 ημέρες";"3054";"135.00";"Shop66";"/products/show/23884199";"https://shop66.gr/product/tilefonia/smartphones/samsung-smartphones/samsung-galaxy-j3-2016-white/"
"Samsung Galaxy J3 2016 (8GB)";"Samsung Galaxy J3 2016 Gold(εως 24 δόσεις)";"Παράδοση 1 έως 3 ημέρες";"3054";"135.00";"Shop66";"/products/show/24187573";"https://shop66.gr/product/tilefonia/smartphones/samsung-smartphones/samsung-galaxy-j3-2016-gold/"
"Samsung Galaxy J3 2016 (8GB)";"Samsung Galaxy J3 2016 Black(εως 24 δόσεις)";"Παράδοση 1 έως 3 ημέρες";"3054";"135.00";"Shop66";"/products/show/25057643";"https://shop66.gr/product/tilefonia/smartphones/samsung-smartphones/samsung-galaxy-j3-2016-black/"
"Samsung Galaxy J3 2016 (8GB)";"Samsung Samsung SM-J320FN Galaxy J3 (2016) 8GB Μαύρο EU";"Παράδοση 1 έως 3 ημέρες";"755";"137.94";"Cosmo-market";"/products/show/25750819";"http://www.cosmomarket.gr/index.php?p=4&item_id=123294&skr=skr15946&a=2&cat_id=00860040"
"Samsung Galaxy J3 2016 (8GB)";"Smartphone Samsung Galaxy J3 J320F LTE Gold EU ";"Παράδοση 4 έως 10 ημέρες";"2164";"138.66";"Techstores";"/products/show/28044024";"http://www.techstores.gr/smartphone-samsung-galaxy-j3-j320f-lte-gold-eu.html"
"Samsung Galaxy J3 2016 (8GB)";"SAMSUNG GALAXY J3 (J320FN) Smartphones Gold";"Παράδοση 1 έως 3 ημέρες";"1636";"139.00";"SaveIt";"/products/show/33928236";"http://saveit.gr/index.php?route=product/product&originator=aggregator&product_id=152899"
"Samsung Galaxy J3 2016 (8GB)";"SAMSUNG GALAXY J3 (J320FN) Smartphones Black";"Παράδοση 1 έως 3 ημέρες";"1636";"139.00";"SaveIt";"/products/show/33928235";"http://saveit.gr/index.php?route=product/product&originator=aggregator&product_id=152887"
"Samsung Galaxy J3 2016 (8GB)";"Samsung Galaxy J3 2016 8GB Single Sim J320F 4G Gold";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"534";"139.00";"Cellphones";"/products/show/33610367";"https://www.cellphones.gr/samsung-galaxy-j3-2016-8gb-single-sim-j320f-4g-gold"
"Samsung Galaxy J3 2016 (8GB)";"Samsung Galaxy J3 2016 (8GB) SM-J320 Gold";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"1286";"139.99";"Βασιλείου Ηλεκτραγορά";"/products/show/31991238";"http://www.e-vasileiou.gr/index.php?route=product/product&product_id=1418499"
"Samsung Galaxy J3 2016 (8GB)";"Samsung Galaxy J3 2016 (8GB) SM-J320 Black";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"1286";"139.99";"Βασιλείου Ηλεκτραγορά";"/products/show/31991237";"http://www.e-vasileiou.gr/index.php?route=product/product&product_id=1418498"
"Samsung Galaxy J3 2016 (8GB)";"ΚΙΝΗΤΟ SAMSUNG GALAXY J3 J320F 2016 (8GB) WHITE";"Παράδοση 1 έως 3 ημέρες";"2470";"149.00";"Papandrikopoulos";"/products/show/28965546";"http://www.papandrikopoulos.gr/electronet/index.php?route=product/product&product_id=5272"
"Samsung Galaxy J3 2016 (8GB)";"ΚΙΝΗΤΟ SAMSUNG GALAXY J3 J320F 2016 (8GB) BLACK";"Παράδοση 1 έως 3 ημέρες";"2470";"149.00";"Papandrikopoulos";"/products/show/28328208";"http://www.papandrikopoulos.gr/electronet/index.php?route=product/product&product_id=5048"
"Samsung Galaxy J3 2016 (8GB)";"Samsung Galaxy J3 2016";"Παράδοση 1 έως 3 ημέρες";"3840";"149.90";"Vodafone eShop";"/products/show/25406285";"http://www.vodafone.gr/portal/client/eshop/details-45100.action"
"Samsung Galaxy J3 2016 (8GB)";"Samsung Samsung Galaxy J3 (2016) LTE SM-J320FN Gold (έως 24 δόσεις)";"Παράδοση 4 έως 10 ημέρες";"3194";"150.00";"Placemall";"/products/show/24067361";"https://www.placemall.gr/samsung-galaxy-j3-(2016)-lte-sm-j320fn-gold-1009-104323"
"Samsung Galaxy J3 2016 (8GB)";"Samsung SM-J320FN Galaxy J3 (2016) black";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"1408";"150.00";"E-kotsis";"/products/show/32936391";"http://e-kotsis.gr/samsung-sm-j320fn-galaxy-j3-2016-black.html"
"Samsung Galaxy J3 2016 (8GB)";"Samsung J320 Galaxy J3 (2016) 4G 8GB gold EU";"Παράδοση 4 έως 10 ημέρες";"4769";"160.00";"Techway";"/products/show/33278642";"http://techway.gr/product/samsung_j320_galaxy_j3_2016_4g_8gb_gold_eu32"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X (4GB/64GB) (Snapdragon 625) Blue";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"4526";"177.80";"8cores";"/products/show/33733016";"http://www.8cores.gr/xiaomi-redmi-note-4x-64gb-snapdragon-green"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X (Snapdragon) 64GB Dual Blue (Ελληνικό Μενού) (Δώρο Tempered Glass + Θήκη) Πληρωμή έως 12 δόσεις";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"1030";"177.90";"Gadget-Shop";"/products/show/31594312";"https://www.gadget-shop.gr/xiaomi-redmi-note-4x-64gb-dual-blue-pliromi-eos-12-dosis"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X (Snapdragon) 64GB Dual Gold (Ελληνικό menu-Global Version) EU";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"1996";"177.98";"Kaizer";"/products/show/30622364";"https://www.kaizer.gr/xiaomi-redmi-note-4-snapdragon-4-64gb-dual-gold-eu"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X (Snapdragon) (4GB/64GB) (Ελληνικό Menu) Blue";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"3634";"178.00";"Smartmobiles";"/products/show/33387276";"https://www.smartmobiles.gr/product/xiaomi-redmi-note-4x-snapdragon-4gb-64gb/"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X (Snapdragon) Dual LTE 64GB 4GB RAM, Blue";"Κατόπιν παραγγελίας";"4292";"178.80";"Mozik";"/products/show/33085246";"https://www.mozik.gr/tilefonia-tablets/suskeues/smartphones/xiaomi-redmi-note-4x-dual-lte-64gb-4gb-ram-blue"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"XIAOMI Redmi Note 4X Snapdragon Οκταπύρηνο 2.0GHz 4GB RAM 64GB ROM - Χρυσό";"Κατόπιν παραγγελίας";"3732";"179.00";"Mygad";"/products/show/34437853";"https://www.mygad.gr/xiaomi-redmi-note-4x-snapdragon-625-octa-core-4gb-ram-64gb-storage-gold-global-model&tracking=5730894aa669b"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"XIAOMI Redmi Note 4X Snapdragon Οκταπύρηνο 2.0GHz 4GB RAM 64GB ROM - Μαύρο";"Κατόπιν παραγγελίας";"3732";"179.00";"Mygad";"/products/show/34437855";"https://www.mygad.gr/xiaomi-redmi-note-4x-snapdragon-625-4gb-ram-64gb-storage-black-global&tracking=5730894aa669b"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X (Snapdragon) 64GB Dual Gold (Ελληνικό Μενού) (Δώρο Tempered Glass + Θήκη) Πληρωμή έως 12 δόσεις";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"1030";"179.95";"Gadget-Shop";"/products/show/34435738";"https://www.gadget-shop.gr/xiaomi-redmi-note-4x-64gb-dual-gold-pliromi-eos-12-dosis"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X Dual SIM 64GB Snapdragon 625 Blue";"Παράδοση 4 έως 10 ημέρες";"4153";"180.00";"Supermobile";"/products/show/31586590";"https://www.supermobile.gr/all-products/xiaomi-redmi-note-4x-dual-sim-64gb-snapdragon-625-blue/"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"XIAOMI REDMI NOTE 4X 4/64GB Smartphones Gold";"Παράδοση 1 έως 3 ημέρες";"1636";"182.00";"SaveIt";"/products/show/32133189";"http://saveit.gr/index.php?route=product/product&originator=aggregator&product_id=1095600"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X - Μαύρο - Δίκαρτο LTE 64GB (4GB RAM) (Snapdragon 625)";"Παράδοση 4 έως 10 ημέρες";"4878";"183.90";"Mindmarket";"/products/show/34515248";"https://mindmarket.gr/product/xiaomi-redmi-note-4x-dual-lte-64gb-4gb-ram-black-snapdragon-625/"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X Dual SIM 64GB Snapdragon 625 Black";"Παράδοση 4 έως 10 ημέρες";"4153";"185.00";"Supermobile";"/products/show/34435886";"https://www.supermobile.gr/all-products/xiaomi-redmi-note-4x-dual-sim-64gb-snapdragon-625-black/"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Xiaomi Redmi Note 4X Dual SIM 64GB Snapdragon 625 Blue (έως 24 δόσεις)";"Παράδοση 4 έως 10 ημέρες";"3194";"186.00";"Placemall";"/products/show/32868964";"https://www.placemall.gr/xiaomi-redmi-note-4x-dual-sim-64gb-snapdragon-625-blue-1003-109235"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X (Snapdragon) 64GB Dual Black (Ελληνικό Μενού) (Δώρο Tempered Glass + Θήκη) Πληρωμή έως 12 δόσεις";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"1030";"187.00";"Gadget-Shop";"/products/show/32950476";"https://www.gadget-shop.gr/xiaomi-redmi-note-4x-64gb-dual-black-pliromi-eos-12-dosis"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"XIAOMI REDMI NOTE 4X 4+64GB GOLD";"Παράδοση 4 έως 10 ημέρες";"1084";"188.00";"Ecomarkt";"/products/show/34165741";"http://www.ecomarkt.gr/product/23664/xiaomi-redmi-note-4x-464gb-gold-"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"SMARTPHONE REDMI NOTE 4X 64GB DS GOLD XIAOMI";"Παράδοση 1 έως 3 ημέρες";"2036";"199.00";"Electrocrete";"/products/show/32248741";"http://www.electrocrete.gr/ProductDetails.aspx?product=C014C337-70A5-44CF-9265-758DEC4D552A&family=060&group=601&category=60101"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"SMARTPHONE REDMI NOTE 4X 64GB DS BLACK XIAOMI";"Κατόπιν παραγγελίας";"2036";"199.00";"Electrocrete";"/products/show/32869450";"http://www.electrocrete.gr/ProductDetails.aspx?product=BC1A4EF6-EE17-410A-B8A4-5541E4408D61&family=060&group=601&category=60101"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Smartphone Xiaomi Redmi Note 4X 64GB Dual Sim Gold σε 12 Άτοκες Δόσεις";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"336";"199.00";"You";"/products/show/30764661";"https://www.you.gr/telephony-networking/kinita-tilefona-axesouar/kinita-tilefona/smartphone-xiaomi-redmi-note-4x-64gb-dual-sim-gold"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X 4GB/64GB - SNAPDRAGON - DARK GREY - (Global Version) EU - XRN4X64GREY";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"3545";"199.00";"ShopWeb";"/products/show/31135267";"https://www.shopweb.gr/τεχνολογια/ΚΙΝΗΤΑ-ΤΗΛΕΦΩΝΑ/xiaomi-redmi-note-4x-4gb-64gb-snapdragon-dark-grey-global-version-eu-xrn4x64grey.html"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X 4GB/64GB - SNAPDRAGON - GOLD - (Global Version) EU - XRN4X64GOLD";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"3545";"199.00";"ShopWeb";"/products/show/31135266";"https://www.shopweb.gr/τεχνολογια/ΚΙΝΗΤΑ-ΤΗΛΕΦΩΝΑ/xiaomi-redmi-note-4x-4gb-64gb-snapdragon-gold-global-version-eu-xrn4x64gold.html"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X 4GB/64GB - SNAPDRAGON - BLACK- (Global Version) EU - XRN4Χ64BK";"Κατόπιν παραγγελίας";"3545";"199.00";"ShopWeb";"/products/show/31124550";"https://www.shopweb.gr/τεχνολογια/ΚΙΝΗΤΑ-ΤΗΛΕΦΩΝΑ/xiaomi-redmi-note-4x-4gb-64gb-snapdragon-black-global-version-eu-xrn4ch32black.html"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X 64GB/4GB Snapdragon Dual Sim Blue";"Κατόπιν παραγγελίας";"2377";"199.98";"KataNou";"/products/show/33021763";"https://katanou.gr/index.php?route=product/product&product_id=3643"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"XIAOMI Redmi Note 4X Snapdragon Οκταπύρηνο 2.0GHz 4GB RAM 64GB ROM - Μπλε";"Κατόπιν παραγγελίας";"3732";"200.00";"Mygad";"/products/show/33293425";"https://www.mygad.gr/XIAOMI-Redmi-Note-4X-Snapdragon-Oktapyrino-2-0GHz-4GB-RAM-64GB-ROM-Mple&tracking=5730894aa669b"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"XIAOMI Redmi NOTE 4X Gold SMARTPHONE (64GB) Dual Sim";"Παράδοση 4 έως 10 ημέρες";"628";"208.95";"Web-electric";"/products/show/33262622";"https://web-electric.gr/ecom/index.php?route=product/product&product_id=33302"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X 64GB Snapdragon Χρυσό Smartphone";"Κατόπιν παραγγελίας";"1095";"223.00";"E-expert";"/products/show/33253642";"https://www.e-expert.gr/4-g-ld64.html"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X (Snapdragon) (64GB) gold";"Παράδοση 1 έως 3 ημέρες";"2461";"250.00";"Clubelectrocosmos";"/products/show/32751440";"http://www.clubelectrocosmos.gr/product_info.php?products_id=10143"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X (Snapdragon) (64GB) black";"Παράδοση 1 έως 3 ημέρες";"2461";"250.00";"Clubelectrocosmos";"/products/show/32751439";"http://www.clubelectrocosmos.gr/product_info.php?products_id=10144"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"XIAOMI Redmi NOTE 4X Black SMARTPHONE (64GB) Dual Sim";"Παράδοση 4 έως 10 ημέρες";"2441";"258.00";"Kotsadam";"/products/show/31666026";"http://kotsadam.gr/index.php?route=product/product&product_id=3183"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"XIAOMI Redmi NOTE 4X Gold SMARTPHONE (64GB) Dual Sim";"Παράδοση 4 έως 10 ημέρες";"2441";"258.00";"Kotsadam";"/products/show/31666030";"http://kotsadam.gr/index.php?route=product/product&product_id=3184"
"Xiaomi Redmi Note 4X (Snapdragon) (64GB)";"Xiaomi Redmi Note 4X 64GB (Snapdragon) Dual Sim Black Global Version";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"4870";"259.00";"I-want";"/products/show/34266831";"http://www.i-want.gr/product.php?productid=7760"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Dual SIM 128GB Brown EU";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"3964";"690.00";"Mdstore";"/products/show/33185789";"http://www.mdstore.gr/kinita-tilefona/huawei-mate-10-pro-dual-sim-128gb-brown-eu-924127-detail"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro (6GB/128GB) Dual SIM Mocha Brown/Gold (από 2 εώς 36 δόσεις)";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"1830";"691.99";"Stechi";"/products/show/32835514";"https://stechi.gr/index.php?route=product/product&product_id=1420281"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Dual 128gb BLUE EU";"Παράδοση 1 έως 3 ημέρες";"3287";"696.00";"OMGadget";"/products/show/34567688";"http://www.omgadget.gr/huawei-mate-10-pro-dual-128gb-19461"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Dual Sim 128GB Blue EU";"Παράδοση 4 έως 10 ημέρες";"282";"696.00";"TerrabyteNet";"/products/show/33835024";"http://www.terrabytenet.gr/index.php?dispatch=products.view&product_id=9022"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Dual Sim 128GB Brown EU";"Παράδοση 4 έως 10 ημέρες";"282";"700.50";"TerrabyteNet";"/products/show/33610162";"http://www.terrabytenet.gr/index.php?dispatch=products.view&product_id=9023"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Dual SIM 128GB (Καφέ) EU";"Παράδοση 1 έως 3 ημέρες";"1712";"725.15";"Mmplanet";"/products/show/32967859";"https://www.mmplanet.gr/shop/kinita-tilefona-1244/41414-719186-huawei-mate-10-pro-dual-sim-128gb-kafe-eu-detail"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Dual SIM 128GB (Γκρι) EU";"Παράδοση 1 έως 3 ημέρες";"1712";"725.15";"Mmplanet";"/products/show/32916046";"https://www.mmplanet.gr/shop/kinita-tilefona-1244/41408-719185-huawei-mate-10-pro-dual-sim-128gb-gkri-eu-detail"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro 128GB Dual SIM Titanium Gray GR";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"3028";"725.20";"PriceCom";"/products/show/33070264";"https://pricecom.gr/index.php?route=product/product&product_id=2991"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Dual (128GB/6GB) Grey (από 2 εώς 36 δόσεις)";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"1830";"725.20";"Stechi";"/products/show/32768144";"https://stechi.gr/index.php?route=product/product&product_id=1420245"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Dual Blue (128GB/6GB) (από 2 εώς 36 δόσεις)";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"1830";"728.00";"Stechi";"/products/show/33001026";"https://stechi.gr/index.php?route=product/product&product_id=1420437"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro 4G 128GB Dual-SIM midnight blue (έως 36 δόσεις)";"Παράδοση 4 έως 10 ημέρες";"246";"743.00";"VNP Shop";"/products/show/32993058";"https://www.vnp.gr/kinita-tilefona/huawei-mate-10-pro-4g-128gb-dual-sim-midnight-blue.html"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro 4G 128GB Dual-SIM titanium gray (έως 36 δόσεις)";"Παράδοση 4 έως 10 ημέρες";"246";"743.00";"VNP Shop";"/products/show/32536988";"https://www.vnp.gr/kinita-tilefona/huawei-mate-10-pro-4g-128gb-dual-sim-titanium-gray.html"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro 128GB Dual SIM Midnight Blue GR";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"2274";"749.00";"Mytel";"/products/show/33005348";"http://www.mytel.gr/index.php?route=product/product&product_id=11213"
"Huawei Mate 10 Pro Dual (128GB)";"Smartphone Huawei Mate 10 Pro 128GB 4G Dual Sim Grey + Δώρο Huawei P9 Lite 2017";"Κατόπιν παραγγελίας";"2613";"790.00";"RadioRenti";"/products/show/34290153";"http://www.radiorenti.gr/telephony/smartphones/smartphone-huawei-mate-10-pro-128gb-4g-dual-sim-grey-doro-huawei-p9-lite-2017-timi.html"
"Huawei Mate 10 Pro Dual (128GB)";"Smartphone Huawei Mate 10 Pro 128GB 4G Dual Sim Gold + Δώρο P9 Lite 2017";"Κατόπιν παραγγελίας";"2613";"790.00";"RadioRenti";"/products/show/34247152";"http://www.radiorenti.gr/telephony/smartphones/smartphone-huawei-mate-10-pro-128gb-4g-dual-sim-gold-doro-p9-lite-2017-timi.html"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Dual (128GB) LTE - Brown";"Παράδοση 4 έως 10 ημέρες";"1294";"790.00";"E-rainbow";"/products/show/32721647";"http://www.e-rainbow.gr/Product/30977/Instance/31234/Page/416/"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Dual Sim 128GB Grey";"Κατόπιν παραγγελίας";"2377";"790.00";"KataNou";"/products/show/32787573";"https://katanou.gr/index.php?route=product/product&product_id=3625"
"Huawei Mate 10 Pro Dual (128GB)";"HUAWEI MATE 10 PRO Blue Smartphone (Dual Sim)";"Παράδοση 4 έως 10 ημέρες";"2441";"798.99";"Kotsadam";"/products/show/34311626";"http://kotsadam.gr/index.php?route=product/product&product_id=3226"
"Huawei Mate 10 Pro Dual (128GB)";"HUAWEI MATE 10 PRO Grey Smartphone (Dual Sim)";"Παράδοση 4 έως 10 ημέρες";"2441";"798.99";"Kotsadam";"/products/show/34311628";"http://kotsadam.gr/index.php?route=product/product&product_id=3228"
"Huawei Mate 10 Pro Dual (128GB)";"HUAWEI MATE 10 PRO Gold Smartphone (Dual Sim)";"Παράδοση 4 έως 10 ημέρες";"2441";"798.99";"Kotsadam";"/products/show/34311627";"http://kotsadam.gr/index.php?route=product/product&product_id=3227"
"Huawei Mate 10 Pro Dual (128GB)";"SMARTPHONE EU MATE 10 PRO DS BROWN HUAWEI (6 δόσεις άτοκα)";"Κατόπιν παραγγελίας";"2036";"799.00";"Electrocrete";"/products/show/32588483";"http://www.electrocrete.gr/ProductDetails.aspx?product=D0149401-5012-4865-B03A-36E162549BB6&family=060&group=601&category=60101"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Grey Dual Sim έως 36 δόσεις ή έως 60 δόσεις χωρίς κάρτα";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"452";"799.00";"Kotsovolos";"/products/show/32417435";"http://www.kotsovolos.gr/site/mobile-phones-gps/mobile-phones/smartphones/179969-huawei-mate-10-pro-grey-dual-sim?cmicc=skroutz"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Gold Dual Sim έως 36 δόσεις ή έως 60 δόσεις χωρίς κάρτα";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"452";"799.00";"Kotsovolos";"/products/show/32417436";"http://www.kotsovolos.gr/site/mobile-phones-gps/mobile-phones/smartphones/179968-huawei-mate-10-pro-gold-dual-sim?cmicc=skroutz"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro DS Grey";"Παράδοση 1 έως 3 ημέρες";"1496";"799.00";"Info-Technology";"/products/show/34137420";"http://www.info-technology.gr/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=20315&category_id=174&manufacturer_id=0&option=com_virtuemart"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro DS Gold";"Παράδοση 1 έως 3 ημέρες";"1496";"799.00";"Info-Technology";"/products/show/34137418";"http://www.info-technology.gr/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=20314&category_id=174&manufacturer_id=0&option=com_virtuemart"
"Huawei Mate 10 Pro Dual (128GB)";"Smartphone Huawei Mate 10 Pro Dual Sim Grey σε 12 Άτοκες Δόσεις";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"336";"799.01";"You";"/products/show/32590284";"https://www.you.gr/telephony-networking/kinita-tilefona-axesouar/kinita-tilefona/smartphone-huawei-mate-10-pro-dual-sim-grey"
"Huawei Mate 10 Pro Dual (128GB)";"Smartphone Huawei Mate 10 Pro Dual Sim Gold σε 12 Άτοκες Δόσεις";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"336";"799.01";"You";"/products/show/32590283";"https://www.you.gr/telephony-networking/kinita-tilefona-axesouar/kinita-tilefona/smartphone-huawei-mate-10-pro-dual-sim-gold"
"Huawei Mate 10 Pro Dual (128GB)";"Smartphone Huawei Mate 10 Pro Dual Sim Blue σε 12 Άτοκες Δόσεις";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"336";"799.01";"You";"/products/show/32590282";"https://www.you.gr/telephony-networking/kinita-tilefona-axesouar/kinita-tilefona/smartphone-huawei-mate-10-pro-dual-sim-blue"
"Huawei Mate 10 Pro Dual (128GB)";"Huawei Mate 10 Pro Dual Sim 128GB Grey EU";"Κατόπιν παραγγελίας";"2475";"840.00";"ApothikiProios";"/products/show/32840106";"https://apothikiproios.gr/mobile-phones/6205-huawei-mate-10-pro-dual-sim-128gb-grey-eu.html"
"Huawei Mate 10 Pro Dual (128GB)";"HUAWEI Mate 10 Pro titanium grey";"Παράδοση 4 έως 10 ημέρες";"4089";"851.98";"Gatoulis";"/products/show/32465464";"http://www.gatoulis.gr/product/huawei_mate_10_pro_black22"
"Huawei Mate 10 Pro Dual (128GB)";"Smartphone Huawei Mate 10 Pro 4G 128GB Dual-SIM titanium gray EU";"Παράδοση 4 έως 10 ημέρες";"2164";"855.91";"Techstores";"/products/show/33313697";"http://www.techstores.gr/smartphone-huawei-mate-10-pro-4g-128gb-dual-sim-titanium-gray-eu.html"
"Huawei Mate 10 Pro Dual (128GB)";"Smartphone Huawei Mate 10 Pro 4G 128GB Dual-SIM midnight blue EU";"Παράδοση 4 έως 10 ημέρες";"2164";"857.27";"Techstores";"/products/show/33313698";"http://www.techstores.gr/smartphone-huawei-mate-10-pro-4g-128gb-dual-sim-midnight-blue-eu.html"
"OnePlus 5T (8GB/128GB)";"OnePlus 5T Dual SIM 128GB Black EU";"Παράδοση 4 έως 10 ημέρες";"3634";"615.00";"Smartmobiles";"/products/show/34596995";"https://www.smartmobiles.gr/product/oneplus-5t-dual-sim-128gb-black/"
"OnePlus 5T (8GB/128GB)";"OnePlus 5T 4G 128GB Dual-SIM Midnight Black EU";"Παράδοση 1 έως 3 ημέρες";"4577";"629.93";"OneThing";"/products/show/33522276";"https://www.onething.gr/shop/oneplus-5t-4g-128gb-dual-sim-midnight-black-eu/"
"OnePlus 5T (8GB/128GB)";"Smartphone OnePlus 5T (8GB/128GB) Midnight Black";"Παράδοση 4 έως 10 ημέρες";"4832";"634.00";"A-Smart";"/products/show/34438442";"https://www.a-smart.gr/index.php/product/smartphone-oneplus-5t-8gb-128gb-midnight-black/"
"OnePlus 5T (8GB/128GB)";"OnePlus 5T 128GB 8GB RAM Dual Sim Black (...έως 12 έντοκες Δόσεις με χρήση πιστωτικής από το κατάστημα) ONEPLUS";"Άμεση παραλαβή / Παράδοση 1 έως 3 ημέρες";"3704";"634.50";"Fair";"/products/show/33658138";"https://www.fair.gr/index.php?option=com_virtuemart&view=productdetails&virtuemart_product_id=7873"
